created_p1,ip_address,time_sec_p1,mc_car_make_1,zip_code,created_p2,time_sec_p2,current_car_purchase,current_car_status,current_car_price,monthlypayment,gas_mileage,weeklyTravel,fuel_type,parking,neighbor_info,household_vehicle,ride_friend__carpool,walk_bicycle_scooter,taxi__uber,public_transit,buying_timing,future_vehicle_type,future_car_condition,future_car_finance,future_car_price,future_downpayment,future_car_category,respondentID,created_p3,time_sec_p3,created_p4,time_sec_p4,run_on_gas,plugged_in,electric_vehicle_Y_N,name_electric_vehicle,max_subsidy,created_p5,time_sec_p5,feedback,yearOfBirth,gender,hispanic,ethnicity,people,employment_status,income,education,housing,own_rent,electric_bill,political_views,party,age,total_time_min
2024-07-03T02:29:49Z,100.19.39.162,23,audi,19103,2024-07-02T21:30:13Z,59,New,No,"$30,000 - $34,999",$400 - $500,20 - 30 mpg,once a month,Gasoline,Shared parking lot,I'm not sure,About once a month,Less than once a month or never,About once a week,Less than once a month or never,About once a month,3-5 years into the future,"Sports Car, Compact SUV",Both,I'm not sure,"$40,000 - $44,999, $45,000 - $49,999","$12,000 - $13,000",Maybe/ Not sure,3828,2024-07-02T21:31:38Z,37,2024-07-02T21:31:12Z,26,"1, 2","2, 3",Yes,test-Zain,6,2024-07-02T21:32:15Z,43,Test - Zain,1987,Male,No,"Asian, Black or African American, Middle Eastern and North African (MENA)",4,"Employed, working 40 or more hours per week.","$60,000 to less than $75,000",M.B.A. or law degree,Building with 2-4 apartments/condos/studios,2,$0 - $100,2,democratic,37,3.1333333333333333
2024-07-03T07:18:07Z,47.36.78.194,77,chevrolet,89423,2024-07-03T02:19:25Z,215,Used car from a dealer,No,"$10,000 - $14,999",$200 - $300,10 - 20 mpg,once in 2 weeks,Gasoline,Shared parking garage,No,2-3 times a week,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,3-5 years into the future,Pick-up truck,New,Purchase,"$30,000 - $34,999","$6,000 - $7,000",Definitely not,4253,2024-07-03T02:23:52Z,185,2024-07-03T02:23:00Z,52,1,2,No,NA,6,2024-07-03T02:26:57Z,122,NA,1948,Male,No,White,2,Retired.,"$75,000 to less than $100,000",College graduate/bachelor's degree/B.A./B.S.,Single family house not attached to any other house,1,$100 - $200,1,republican,76,10.85
2024-07-03T08:53:48Z,162.217.52.141,121,dodge,23692,2024-07-03T03:55:49Z,367,New,No,"$20,000 - $24,999",$300 - $400,30 - 40 mpg,once a week,Gasoline,Driveway/ Carport,No,4-5 times a week,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,1-2 years into the future,Do not know,Used,Purchase,"$15,000 - $19,999","$4,000 - $5,000",Definitely not,3573,2024-07-03T04:04:22Z,392,2024-07-03T04:01:56Z,146,"1, 2","1, 2, 3",Yes,Tesla,6,2024-07-03T04:10:54Z,178,NA,1945,Male,No,White,2,Retired.,"$125,000 to less than $150,000",College graduate/bachelor's degree/B.A./B.S.,Single family house not attached to any other house,1,$100 - $200,2,republican,79,20.066666666666666
2024-07-03T09:16:08Z,172.221.30.9,301,ford,89429,2024-07-03T04:21:10Z,224,Used car informally,No,"$5,000 - $9999",Paid all cash/ No loan,10 - 20 mpg,twice a week,Gasoline,Driveway/ Carport,No,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,10+ years into the future,Pick-up truck,Used,Purchase,"$10,000 - $14,999","$0 - $1,000",Definitely not,695,2024-07-03T04:26:09Z,235,2024-07-03T04:24:54Z,74,1,"2, 3",Yes,Tesla,6,2024-07-03T04:30:04Z,413,NA,1948,Male,No,White,1,Retired.,"$30,000 to less than $40,000",Some college - two years or more/A.A. degree,Single family house not attached to any other house,1,$100 - $200,2,republican,76,20.783333333333335
2024-07-03T09:34:39Z,47.17.73.110,104,bmw,85718,2024-07-03T04:36:23Z,250,New,No,"$40,000 - $44,999",$700 - $800,20 - 30 mpg,once in 2 weeks,Gasoline,Single-family garage,Yes,Once a day or more,About once a week,Less than once a month or never,Less than once a month or never,Less than once a month or never,Within 1 year,"Small Sedan, Compact SUV",New,I'm not sure,"$45,000 - $49,999",I'm not sure,Probably not,1683,2024-07-03T04:41:43Z,242,2024-07-03T04:40:33Z,69,"1, 2","2, 3",Yes,Tesla,6,2024-07-03T04:45:45Z,165,I never buy used cars.,1961,Male,No,White,2,Retired.,"$125,000 to less than $150,000",Some college - two years or more/A.A. degree,"Single family house attached to one or more houses (townhouse, rowhome, condo, duplex, triplex, etc.)",1,$100 - $200,3,independent,63,13.833333333333334
2024-07-03T09:40:20Z,108.48.99.152,1115,chevrolet,20707,2024-07-03T04:58:55Z,208,Used car from a dealer,No,"$10,000 - $14,999",Paid all cash/ No loan,not applicable,once in 2 weeks,"Hybrid, Electric","Street Parking, Driveway/ Carport, Single-family garage",Yes,4-5 times a week,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,I'm not sure,Do not know,Both,Purchase,I'm not sure,I'm not sure,Definitely Yes,3906,2024-07-03T05:03:15Z,175,2024-07-03T05:02:23Z,52,"1, 2","2, 3",Yes,Chevrolet Bolt EV,4,2024-07-03T05:06:11Z,94,nope,1969,Male,No,White,2,Prefer not to answer,Prefer not to answer,Some college - but less than two years of college,Single family house not attached to any other house,1,$200 - $300,5,democratic,55,27.4
2024-07-03T10:26:37Z,72.80.52.154,48,kia,11366,2024-07-03T05:27:26Z,168,New,No,"$20,000 - $24,999",$300 - $400,40 - 50 mpg,once a month,Hybrid,Driveway/ Carport,I'm not sure,2-3 times a week,Less than once a month or never,About once a week,Less than once a month or never,Less than once a month or never,3-5 years into the future,Compact SUV,New,Purchase,"$25,000 - $29,999","$9,000 - $10,000",Probably Yes,204,2024-07-03T05:30:56Z,126,2024-07-03T05:30:14Z,41,"1, 2","2, 3",No,NA,6,2024-07-03T05:33:03Z,78,NA,1942,Male,No,White,2,Retired.,"$75,000 to less than $100,000",Some college - two years or more/A.A. degree,"Single family house attached to one or more houses (townhouse, rowhome, condo, duplex, triplex, etc.)",1,$100 - $200,2,independent,82,7.683333333333334
2024-07-03T10:59:31Z,197.250.224.244,1446,bmw,10004,2024-07-03T06:23:38Z,95,Via move-in with someone who has a car,Yes,"$30,000 - $34,999",$600 - $700,30 - 40 mpg,twice a week,Electric,"Single-family garage, Shared parking garage, Shared parking lot",Yes,2-3 times a week,4-5 times a week,About once a week,4-5 times a week,2-3 times a week,3-5 years into the future,"Large Sedan, Sports Car, Large SUV",Used,Lease,"$25,000 - $29,999, $35,000 - $39,999","$3,000 - $4,000",Definitely Yes,3450,2024-07-03T06:25:44Z,76,2024-07-03T06:25:13Z,30,"1, 2","1, 2",No,NA,3,2024-07-03T06:27:01Z,107,Nil,2000,Male,Yes,Black or African American,2,"Employed, working 1-39 hours per week.","$50,000 to less than $60,000",College graduate/bachelor's degree/B.A./B.S.,Building with 2-4 apartments/condos/studios,2,$200 - $300,4,republican,24,29.233333333333334
2024-07-03T15:15:14Z,212.102.61.151,191,chevrolet,33014,2024-07-03T10:18:26Z,384,New,Yes,"$25,000 - $29,999",Paid all cash/ No loan,40 - 50 mpg,once in 2 weeks,"Hybrid, Electric","Street Parking, Single-family garage, Shared parking garage",Yes,Once a day or more,2-3 times a week,2-3 times a week,Less than once a month or never,About once a month,3-5 years into the future,"Small Sedan, Sports Car, Large SUV",New,Purchase,"$60,000 - $69,999, $80,000 - $89,999",$17000 - $18000,Probably Yes,1472,2024-07-03T10:26:06Z,139,2024-07-03T10:24:51Z,74,"1, 3","1, 3",No,NA,5,2024-07-03T10:28:25Z,224,"I like the survey, 
clear questonare and well arranged",1996,Male,Yes,White,4,"Employed, working 40 or more hours per week.","$125,000 to less than $150,000",College graduate/bachelor's degree/B.A./B.S.,Building with 5-19 apartments/condos/studios,2,$200 - $300,3,independent,28,16.866666666666667
2024-07-04T05:44:21Z,75.100.63.101,69,toyota,04942,2024-07-04T00:45:29Z,179,Used car from a dealer,No,"$15,000 - $19,999",Paid all cash/ No loan,30 - 40 mpg,once in 2 weeks,Gasoline,Single-family garage,No,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,3-5 years into the future,Small Sedan,New,Purchase,"$25,000 - $29,999","$5,000 - $6,000",Definitely not,2337,2024-07-04T00:49:10Z,193,2024-07-04T00:48:26Z,46,"1, 2","2, 3",Yes,Tesla,6,2024-07-04T00:52:22Z,98,NA,1962,Male,No,White,1,"Disabled, not able to work.","$15,000 to less than $30,000",Some college - but less than two years of college,Single family house not attached to any other house,1,$0 - $100,1,republican,62,9.75
2024-07-04T06:42:15Z,24.59.92.124,84,toyota,13078,2024-07-04T01:43:40Z,255,Used car informally,No,"$4,999 or less",Paid all cash/ No loan,30 - 40 mpg,once a week,"Gasoline, Other:","Driveway/ Carport, Single-family garage",No,Once a day or more,Less than once a month or never,4-5 times a week,Less than once a month or never,Less than once a month or never,1-2 years into the future,"Small Sedan, Sports Car, Compact SUV, Pick-up truck",Used,Purchase,"$15,000 - $19,999","$0 - $1,000",Definitely not,3078,2024-07-04T01:48:36Z,141,2024-07-04T01:47:55Z,41,"1, 2","2, 3",Yes,Tesla,6,2024-07-04T01:50:58Z,97,NA,1984,Male,No,White,2,"Employed, working 40 or more hours per week.","$125,000 to less than $150,000",High school degree or equivalent (e.g. GED),Single family house not attached to any other house,1,$0 - $100,7,republican,40,10.3
2024-07-08T19:08:53Z,65.38.150.10,89,toyota,81122,2024-07-08T14:10:22Z,141,Received as a gift,No,"$4,999 or less",Paid all cash/ No loan,20 - 30 mpg,once a week,Gasoline,Driveway/ Carport,No,4-5 times a week,Less than once a month or never,About once a week,Less than once a month or never,Less than once a month or never,Within 1 year,Pick-up truck,Used,Purchase,"$15,000 - $19,999","$5,000 - $6,000",Definitely not,98,2024-07-08T14:13:42Z,155,2024-07-08T14:12:43Z,59,"1, 2","2, 3",Yes,Rivian,6,2024-07-08T14:16:17Z,79,NA,1972,Male,No,White,3,"Employed, working 40 or more hours per week.","$175,000 to less than $200,000",Some college - two years or more/A.A. degree,Single family house not attached to any other house,2,$100 - $200,4,democratic,52,8.716666666666667
2024-07-08T19:37:00Z,70.185.115.89,89,hyundai,32608,2024-07-08T14:38:29Z,146,Used car from a dealer,No,"$15,000 - $19,999",Paid all cash/ No loan,30 - 40 mpg,once a month,Gasoline,Driveway/ Carport,I'm not sure,About once a week,Less than once a month or never,Once a day or more,Less than once a month or never,4-5 times a week,6-9 years into the future,Small Sedan,Used,Purchase,"$20,000 - $24,999",I'm not sure,Probably not,940,2024-07-08T14:41:38Z,171,2024-07-08T14:40:55Z,43,"1, 2","1, 2, 3",Yes,Tesla,6,2024-07-08T14:44:29Z,204,"Some kind of question(s) to determine how much people know about how quickly the value of a vehicle goes down after purchase; gets to the decision on whether to buy used or new.  Buying slightly used gets you much more for your money.
Also the question about how we vote should have an option for ""I don't vote.""",1967,Male,No,White,2,"Employed, working 1-39 hours per week.","$60,000 to less than $75,000",College graduate/bachelor's degree/B.A./B.S.,"Single family house attached to one or more houses (townhouse, rowhome, condo, duplex, triplex, etc.)",1,$100 - $200,5,independent,57,10.883333333333333
2024-07-09T07:20:36Z,207.32.196.219,75,toyota,98926,2024-07-09T02:21:51Z,132,Received as a gift,No,"$4,999 or less",Paid all cash/ No loan,10 - 20 mpg,once in 2 weeks,Gasoline,"Driveway/ Carport, Single-family garage",No,2-3 times a week,Less than once a month or never,Less than once a month or never,About once a month,Less than once a month or never,3-5 years into the future,Compact SUV,Used,Purchase,"$45,000 - $49,999","$20,000 or more",Maybe/ Not sure,4572,2024-07-09T02:24:50Z,113,2024-07-09T02:24:03Z,47,"1, 2","2, 3",Yes,Tesla,4,2024-07-09T02:26:43Z,615,"Why the Latino origin questions?  Why the political questions?  

Look - Electric cars cost way more per mile to drive than a comparable gas vehicle.  Throw in the fact that mass-adoption of electric vehicles is going to wipe out most electric grids because they can’t take the drain.

They cannot be parked indoors because they can burst into flames.  They have to be handled carefully after an accident because they can burst into flames and often do.  They require thousands of tons of materials be mined out looking for Lithium.  Just because the supply chain isn’t within your purview doesn’t make it clean.  

This administration has tried to build public charging facilities to no avail after spending millions to build a handfull of facilities.

Electric cars are difficult and expensive to maintain and taking one off the beaten path where this expertise resides can lead to long-distance towing problems.

I’ll do a plug in Hybrid - but I will never do full electric.",1968,Male,No,White,3,Prefer not to answer,Prefer not to answer,College graduate/bachelor's degree/B.A./B.S.,Single family house not attached to any other house,1,$300 - $400,2,republican,56,16.366666666666667
2024-07-10T07:04:00Z,24.97.77.166,49,volvo,12204,2024-07-10T02:04:49Z,151,Used car from a dealer,No,"$25,000 - $29,999",$1000 or more,20 - 30 mpg,once in 2 weeks,Gasoline,Single-family garage,No,2-3 times a week,Less than once a month or never,2-3 times a week,Less than once a month or never,Less than once a month or never,1-2 years into the future,Van,Both,Purchase,"$20,000 - $24,999","$20,000 or more",Definitely Yes,4679,2024-07-10T02:07:59Z,168,2024-07-10T02:07:20Z,39,"1, 2","2, 3",Yes,Tesla,3,2024-07-10T02:10:47Z,72,NA,1969,Male,No,White,2,"Employed, working 40 or more hours per week.","$250,000 or more",Master's degree,Single family house not attached to any other house,1,$200 - $300,3,independent,55,7.983333333333333
2024-07-10T09:01:29Z,47.45.103.142,84,toyota,96001,2024-07-10T04:02:54Z,189,Used car from a dealer,No,"$45,000 - $49,999",$600 - $700,10 - 20 mpg,once a week,"Gasoline, Other:","Shared parking garage, Other:",No,Less than once a month or never,Less than once a month or never,2-3 times a week,Less than once a month or never,Less than once a month or never,Within 1 year,Compact SUV,Used,Purchase,"$5,000 - $9999","$6,000 - $7,000",Definitely not,2140,2024-07-10T04:07:01Z,131,2024-07-10T04:06:03Z,58,1,"2, 3",Yes,Tesla,6,2024-07-10T04:09:12Z,200,"You asked a lot of questions that have nothing to do with vehicle ownership. None were any of your business, so I marked prefer not to say.",1965,Prefer not to answer,No,Do not know/prefer not to answer,2,Prefer not to answer,Prefer not to answer,Some college - but less than two years of college,Single family house not attached to any other house,1,$200 - $300,6,prefer_not_say,59,11.033333333333333
2024-07-10T11:09:00Z,99.28.99.146,63,honda,74136,2024-07-10T06:10:04Z,127,New,No,"$40,000 - $44,999",$1000 or more,20 - 30 mpg,once in 2 weeks,Gasoline,Driveway/ Carport,Yes,Once a day or more,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,3-5 years into the future,Compact SUV,Both,Purchase,"$40,000 - $44,999","$4,000 - $5,000",Probably not,344,2024-07-10T06:13:42Z,124,2024-07-10T06:12:11Z,90,1,"2, 3",Yes,Tesla,4,2024-07-10T06:15:47Z,80,Easy survey,1968,Male,No,White,More than 5,"Employed, working 40 or more hours per week.","$100,000 to less than $125,000",College graduate/bachelor's degree/B.A./B.S.,Single family house not attached to any other house,2,$200 - $300,3,republican,56,8.066666666666666
2024-07-10T20:57:01Z,75.174.47.215,48,dodge,83703,2024-07-10T15:57:50Z,255,Used car from a dealer,No,"$10,000 - $14,999",Paid all cash/ No loan,10 - 20 mpg,once in 2 weeks,Gasoline,"Driveway/ Carport, Single-family garage, Other:",I'm not sure,Once a day or more,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,I'm not sure,"Small Sedan, Large Sedan, Sports Car",Used,Purchase,I'm not sure,I'm not sure,Probably Yes,3238,2024-07-10T16:03:11Z,249,2024-07-10T16:02:05Z,66,"1, 2","2, 3",Yes,Lucid,6,2024-07-10T16:07:20Z,133,NA,1972,Male,No,Do not know/prefer not to answer,1,"Employed, working 40 or more hours per week.","$75,000 to less than $100,000",College graduate/bachelor's degree/B.A./B.S.,Building with 5-19 apartments/condos/studios,2,$0 - $100,4,independent,52,12.516666666666667
2024-07-10T21:04:03Z,76.36.130.16,42,honda,29154,2024-07-10T16:04:45Z,108,Used car informally,No,"$4,999 or less",Paid all cash/ No loan,60 mpg and above,once a month,"Gasoline, Hybrid","Driveway/ Carport, Single-family garage",No,Once a day or more,About once a week,About once a month,Less than once a month or never,Less than once a month or never,10+ years into the future,"Small Sedan, Sports Car",Used,Purchase,"$15,000 - $19,999, $20,000 - $24,999, $25,000 - $29,999, $30,000 - $34,999, $35,000 - $39,999, $40,000 - $44,999, $45,000 - $49,999, $50,000 - $59,999","$20,000 or more",Probably not,2321,2024-07-10T16:07:26Z,149,2024-07-10T16:06:34Z,52,"1, 2","2, 3",Yes,"Chevy spark, Nissan leaf",6,2024-07-10T16:09:55Z,274,"I will never finance a vehicle again. I did once, and it was a horrid mistake.",1993,Male,No,White,1,"Employed, working 40 or more hours per week.","$50,000 to less than $60,000",Technical or trade school,Single family house not attached to any other house,1,$200 - $300,3,independent,31,10.416666666666666
2024-07-11T01:02:24Z,172.59.169.25,24744,jeep,63125,2024-07-11T02:54:49Z,242,New,No,"$70,000 - $79,999",$600 - $700,10 - 20 mpg,once a month,Other:,"Street Parking, Driveway/ Carport, Single-family garage",No,Once a day or more,About once a month,Less than once a month or never,About once a month,Less than once a month or never,10+ years into the future,Sports Car,Both,Purchase,"$4,999 or less, $5,000 - $9999, $10,000 - $14,999, $15,000 - $19,999, $20,000 - $24,999, $25,000 - $29,999, $30,000 - $34,999",I'm not sure,Probably Yes,1839,2024-07-11T02:59:53Z,171,2024-07-11T02:58:51Z,62,"1, 2","2, 3",Yes,Rivian r1t,2,2024-07-11T03:02:44Z,93,NA,1993,Male,No,White,1,"Employed, working 40 or more hours per week.","$60,000 to less than $75,000",Some college - two years or more/A.A. degree,Single family house not attached to any other house,1,$0 - $100,4,democratic,31,421.8666666666667
2024-07-11T08:52:57Z,75.58.24.210,102,nissan,60018,2024-07-11T03:54:39Z,187,New,No,"$30,000 - $34,999",$200 - $300,10 - 20 mpg,once in 2 weeks,Gasoline,"Street Parking, Driveway/ Carport, Single-family garage",I'm not sure,Once a day or more,About once a month,Less than once a month or never,Less than once a month or never,Less than once a month or never,3-5 years into the future,"Small Sedan, Large Sedan, Compact SUV, Large SUV",New,Purchase,I'm not sure,I'm not sure,Probably Yes,3845,2024-07-11T03:58:42Z,157,2024-07-11T03:57:46Z,56,"1, 2","2, 3",Yes,Ford Mustang Mach E,6,2024-07-11T04:01:19Z,205,"You have assumed taking out a loan to purchase my next car that is incorrect, I also do not have a car payment but was forced to select an answer that I did. This could skew your results.",1990,Male,No,White,1,"Employed, working 40 or more hours per week.","$75,000 to less than $100,000",College graduate/bachelor's degree/B.A./B.S.,Single family house not attached to any other house,1,$0 - $100,6,prefer_not_say,34,11.783333333333333
2024-07-07T03:39:31Z,107.201.76.169,52,hyundai,48069,2024-07-06T22:40:23Z,187,Used car informally,No,"$15,000 - $19,999",Paid all cash/ No loan,60 mpg and above,once in 2 weeks,"Gasoline, Hybrid","Street Parking, Driveway/ Carport",I'm not sure,Once a day or more,About once a week,About once a month,Less than once a month or never,Less than once a month or never,6-9 years into the future,"Small Sedan, Large Sedan, Compact SUV, Pick-up truck",Used,Purchase,"$15,000 - $19,999","$9,000 - $10,000",Probably Yes,2413,2024-07-06T22:44:06Z,150,2024-07-06T22:43:30Z,36,"1, 2","2, 3",Yes,Chevy Bolt,4,2024-07-06T22:46:36Z,98,NA,1968,Male,No,White,4,"Employed, working 40 or more hours per week.","$150,000 to less than $175,000",Master's degree,Single family house not attached to any other house,1,$100 - $200,4,democratic,56,8.716666666666667
2024-07-07T11:56:28Z,75.139.218.241,51,chevrolet,99337,2024-07-07T06:57:20Z,125,Used car informally,No,"$20,000 - $24,999",Paid all cash/ No loan,10 - 20 mpg,twice a week,"Gasoline, Other:","Driveway/ Carport, Single-family garage",No,Once a day or more,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,1-2 years into the future,"Large SUV, Pick-up truck",Used,Purchase,"$25,000 - $29,999, $30,000 - $34,999","$20,000 or more",Definitely not,2164,2024-07-07T06:59:58Z,120,2024-07-07T06:59:25Z,33,"1, 2","2, 3",Yes,Tesla,6,2024-07-07T07:01:58Z,67,NA,1991,Male,No,White,2,"Employed, working 40 or more hours per week.","$125,000 to less than $150,000",High school degree or equivalent (e.g. GED),Single family house not attached to any other house,1,$100 - $200,2,republican,33,6.6
2024-07-07T12:37:17Z,76.144.5.187,142,toyota,97321,2024-07-07T07:39:40Z,210,Used car informally,No,"$5,000 - $9999",Paid all cash/ No loan,30 - 40 mpg,once a week,Gasoline,Street Parking,Yes,2-3 times a week,About once a week,About once a month,Less than once a month or never,Less than once a month or never,1-2 years into the future,Compact SUV,Both,Purchase,"$20,000 - $24,999","$20,000 or more",Maybe/ Not sure,700,2024-07-07T07:49:41Z,156,2024-07-07T07:43:10Z,390,"1, 2","2, 3",Yes,"Seriously, you really need to quize this? You really expect Americans do be as dumb as say the average american? Sigh. Chevy Volt, Bolt EV, Spark EV; Ford F150 Lightning, Mustang Electric, Ford Fkn Ranger Electric (yes it was a thing probably before the student assitants were born, you can wikipeida it); Tesla Model S, Y, cyber dumpster, wait I mean Cypertruck that only looks like a dumpster, Nissan Leaf etc etc.",4,2024-07-07T07:52:17Z,367,"This survey really does not capture the thought process of owning a vehicle. I do total cost of ownership (upfront purchase cost, estimated lifetime maintainence cost) fuel cost, etc. Nor does it capture the usage model very well. First and foremost can I camp in in? Currently causally looking at the hatchback market, but that wasn't even an bullet point selection option. Do the rear seats fold flat? What is the ground clearance (although normally I use the pickup truck as an actual pickup truck when I need to do that).",1972,Male,No,White,1,"Employed, working 40 or more hours per week.","$100,000 to less than $125,000",College graduate/bachelor's degree/B.A./B.S.,Single family house not attached to any other house,1,$0 - $100,4,democratic,52,21.083333333333332
2024-07-07T13:26:36Z,136.62.111.171,42,hyundai,78729,2024-07-07T08:27:18Z,122,New,No,"$25,000 - $29,999",$400 - $500,20 - 30 mpg,once in 2 weeks,Gasoline,Shared parking lot,Yes,4-5 times a week,About once a week,Less than once a month or never,Less than once a month or never,Less than once a month or never,1-2 years into the future,Pick-up truck,Both,Purchase,"$30,000 - $34,999","$5,000 - $6,000",Probably not,2496,2024-07-07T08:29:55Z,112,2024-07-07T08:29:20Z,34,"1, 2","2, 3",Yes,Tesla,4,2024-07-07T08:31:47Z,75,NA,1976,Male,Yes,White,1,"Employed, working 40 or more hours per week.","$30,000 to less than $40,000",College graduate/bachelor's degree/B.A./B.S.,"Single family house attached to one or more houses (townhouse, rowhome, condo, duplex, triplex, etc.)",1,$200 - $300,6,independent,48,6.416666666666667
2024-07-08T11:54:12Z,73.246.94.147,42,bmw,60622,2024-07-08T06:54:54Z,138,Used car from a dealer,No,"$15,000 - $19,999",Paid all cash/ No loan,20 - 30 mpg,once a month,Gasoline,Single-family garage,I'm not sure,Once a day or more,Less than once a month or never,Once a day or more,About once a month,About once a month,3-5 years into the future,"Small Sedan, Large Sedan, Sports Car, Compact SUV",Used,Purchase,"$30,000 - $34,999",I'm not sure,Maybe/ Not sure,4047,2024-07-08T06:58:02Z,120,2024-07-08T06:57:12Z,50,"1, 2","2, 3",Yes,Ford Mustang Mach E,4,2024-07-08T07:00:02Z,80,NA,1984,Male,No,White,3,"Employed, working 40 or more hours per week.","$150,000 to less than $175,000",M.B.A. or law degree,Single family house not attached to any other house,1,$200 - $300,4,democratic,40,7.166666666666667
2024-07-08T11:57:03Z,87.249.134.136,60,acura,97402,2024-07-08T06:58:03Z,174,Used car from a dealer,No,"$10,000 - $14,999",$500 - $600,20 - 30 mpg,twice a week,Gasoline,Driveway/ Carport,No,Once a day or more,About once a month,Less than once a month or never,Less than once a month or never,Less than once a month or never,1-2 years into the future,"Large Sedan, Compact SUV, Van",Used,Purchase,"$5,000 - $9999","$0 - $1,000",Maybe/ Not sure,218,2024-07-08T07:01:37Z,139,2024-07-08T07:00:58Z,39,"1, 2","2, 3",Yes,Tesla,6,2024-07-08T07:03:56Z,88,NA,1969,Male,No,"Asian, White",5,"Employed, working 40 or more hours per week.","$75,000 to less than $100,000",Some college - two years or more/A.A. degree,Single family house not attached to any other house,2,$200 - $300,3,independent,55,8.333333333333334
2024-07-09T07:32:20Z,168.75.202.224,75,ram,47501,2024-07-09T02:33:36Z,129,New,No,"$35,000 - $39,999",Paid all cash/ No loan,10 - 20 mpg,once a week,Gasoline,Single-family garage,No,Once a day or more,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,1-2 years into the future,Large SUV,New,Purchase,"$60,000 - $69,999","$0 - $1,000",Definitely not,2796,2024-07-09T02:36:18Z,140,2024-07-09T02:35:45Z,32,1,2,No,NA,6,2024-07-09T02:38:38Z,112,I will never ever buy an electric car so stop trying,1966,Male,No,White,3,"Employed, working 40 or more hours per week.","$75,000 to less than $100,000",Some college - two years or more/A.A. degree,Single family house not attached to any other house,1,$200 - $300,1,republican,58,8.133333333333333
2024-07-09T16:08:40Z,172.56.97.28,53,toyota,34667,2024-07-09T11:09:34Z,149,New,No,"$40,000 - $44,999",$400 - $500,40 - 50 mpg,once in 2 weeks,Hybrid,Driveway/ Carport,No,Less than once a month or never,Less than once a month or never,4-5 times a week,Less than once a month or never,Less than once a month or never,6-9 years into the future,Small Sedan,New,Purchase,"$40,000 - $44,999","$9,000 - $10,000",Definitely Yes,1629,2024-07-09T11:13:01Z,105,2024-07-09T11:12:03Z,58,"1, 2",2,Yes,Byd,4,2024-07-09T11:14:46Z,90,None,1959,Male,No,White,2,Retired.,"$100,000 to less than $125,000",College graduate/bachelor's degree/B.A./B.S.,Single family house not attached to any other house,1,$0 - $100,3,independent,65,7.583333333333333
2024-07-10T08:15:43Z,104.28.57.134,69,volvo,18651,2024-07-10T03:16:53Z,186,Used car from a dealer,No,"$40,000 - $44,999",$700 - $800,30 - 40 mpg,once a week,"Gasoline, Hybrid",Single-family garage,Yes,Once a day or more,Less than once a month or never,About once a week,Less than once a month or never,Less than once a month or never,3-5 years into the future,Do not know,Both,Purchase,"$45,000 - $49,999","$5,000 - $6,000",Probably Yes,2391,2024-07-10T03:20:39Z,126,2024-07-10T03:20:00Z,38,"1, 2","2, 3",Yes,Rivian,4,2024-07-10T03:22:46Z,90,NA,1978,Male,No,White,2,Retired.,"$100,000 to less than $125,000",College graduate/bachelor's degree/B.A./B.S.,Single family house not attached to any other house,1,$100 - $200,4,democratic,46,8.483333333333333
2024-07-10T09:08:18Z,72.218.137.197,50,ford,23323,2024-07-10T04:09:09Z,206,Used car from a dealer,No,"$10,000 - $14,999",Paid all cash/ No loan,20 - 30 mpg,once a week,"Gasoline, Hybrid",Driveway/ Carport,No,Once a day or more,About once a week,About once a month,Less than once a month or never,Less than once a month or never,3-5 years into the future,"Small Sedan, Large Sedan, Compact SUV, Large SUV, Van",Both,I'm not sure,"$10,000 - $14,999, $15,000 - $19,999, $20,000 - $24,999","$10,000 - $11,000",Definitely Yes,4801,2024-07-10T04:14:15Z,198,2024-07-10T04:12:35Z,100,"1, 2","2, 3",Yes,Chevrolet Volt,5,2024-07-10T04:17:33Z,73,NA,2003,Non-binary,No,White,4,I am a full-time student.,"$60,000 to less than $75,000",Some college - two years or more/A.A. degree,Single family house not attached to any other house,3,$100 - $200,5,independent,21,10.45
2024-07-10T13:00:28Z,174.206.96.101,86,ford,23294,2024-07-10T08:01:55Z,139,Used car from a dealer,No,"$4,999 or less",$200 - $300,10 - 20 mpg,once in 2 weeks,Gasoline,Street Parking,No,Once a day or more,Less than once a month or never,Less than once a month or never,Less than once a month or never,Less than once a month or never,6-9 years into the future,"Large Sedan, Compact SUV, Large SUV",Used,Purchase,I'm not sure,I'm not sure,Maybe/ Not sure,1883,2024-07-10T08:05:04Z,119,2024-07-10T08:04:14Z,49,"1, 2","2, 3",Yes,Tesla Model X,6,2024-07-10T08:07:03Z,587,NA,1997,Male,No,White,2,"Employed, working 40 or more hours per week.","$125,000 to less than $150,000",High school degree or equivalent (e.g. GED),Single family house not attached to any other house,2,$100 - $200,2,republican,27,16.333333333333332
