respID,qID,altID,attID,attribute
3113,1,3,17,Cargo space
3113,1,4,16,Interior/exterior condition
3113,1,5,5,Where was the vehicle previously used?
3113,2,1,9,Pre-approved loan for the vehicle
3113,2,2,6,Vehicle fuel efficiency
3113,2,3,3,Number of previous owners
3113,2,4,14,Vehicle seating capacity
3113,2,5,7,Vehicle warranty
3113,3,1,1,Certified Pre-Owned (CPO) vehicle
3113,3,2,2,Brand/Make
3113,3,3,4,Vehicle history report available
3113,3,4,11,Test-driving the vehicle
3113,3,5,10,Pre-purchase independent inspection
3113,4,1,8,Return window
3113,4,2,13,Purchase price
3113,4,3,7,Vehicle warranty
3113,4,4,2,Brand/Make
3113,4,5,11,Test-driving the vehicle
3113,5,1,9,Pre-approved loan for the vehicle
3113,5,2,17,Cargo space
3113,5,3,1,Certified Pre-Owned (CPO) vehicle
3113,5,4,3,Number of previous owners
3113,5,5,4,Vehicle history report available
3113,6,1,15,Vehicle age
3113,6,2,12,Mileage on the vehicle
3113,6,3,6,Vehicle fuel efficiency
3113,6,4,13,Purchase price
3113,6,5,10,Pre-purchase independent inspection
3114,1,1,1,Certified Pre-Owned (CPO) vehicle
3114,1,2,3,Number of previous owners
3114,1,3,16,Interior/exterior condition
3114,1,4,12,Mileage on the vehicle
3114,1,5,14,Vehicle seating capacity
3114,2,1,17,Cargo space
3114,2,2,2,Brand/Make
3114,2,3,15,Vehicle age
3114,2,4,10,Pre-purchase independent inspection
3114,2,5,6,Vehicle fuel efficiency
3114,3,1,11,Test-driving the vehicle
3114,3,2,7,Vehicle warranty
3114,3,3,5,Where was the vehicle previously used?
3114,3,4,13,Purchase price
3114,3,5,9,Pre-approved loan for the vehicle
3114,4,1,4,Vehicle history report available
3114,4,2,8,Return window
3114,4,3,5,Where was the vehicle previously used?
3114,4,4,16,Interior/exterior condition
3114,4,5,3,Number of previous owners
3114,5,1,10,Pre-purchase independent inspection
3114,5,2,13,Purchase price
3114,5,3,7,Vehicle warranty
3114,5,4,2,Brand/Make
3114,5,5,8,Return window
3114,6,1,1,Certified Pre-Owned (CPO) vehicle
3114,6,2,15,Vehicle age
3114,6,3,12,Mileage on the vehicle
3114,6,4,6,Vehicle fuel efficiency
3114,6,5,17,Cargo space
3115,1,1,4,Vehicle history report available
3115,1,2,14,Vehicle seating capacity
3115,1,3,15,Vehicle age
3115,1,4,9,Pre-approved loan for the vehicle
3115,1,5,13,Purchase price
3115,2,1,11,Test-driving the vehicle
3115,2,2,2,Brand/Make
3115,2,3,7,Vehicle warranty
3115,2,4,12,Mileage on the vehicle
3115,2,5,3,Number of previous owners
3115,3,1,16,Interior/exterior condition
3115,3,2,17,Cargo space
3115,3,3,8,Return window
3115,3,4,5,Where was the vehicle previously used?
3115,3,5,1,Certified Pre-Owned (CPO) vehicle
3115,4,1,10,Pre-purchase independent inspection
3115,4,2,6,Vehicle fuel efficiency
3115,4,3,14,Vehicle seating capacity
3115,4,4,3,Number of previous owners
3115,4,5,7,Vehicle warranty
3115,5,1,8,Return window
3115,5,2,16,Interior/exterior condition
3115,5,3,10,Pre-purchase independent inspection
3115,5,4,15,Vehicle age
3115,5,5,1,Certified Pre-Owned (CPO) vehicle
3115,6,1,13,Purchase price
3115,6,2,4,Vehicle history report available
3115,6,3,5,Where was the vehicle previously used?
3115,6,4,2,Brand/Make
3115,6,5,9,Pre-approved loan for the vehicle
3118,1,1,7,Vehicle warranty
3118,1,2,3,Number of previous owners
3118,1,3,17,Cargo space
3118,1,4,9,Pre-approved loan for the vehicle
3118,1,5,16,Interior/exterior condition
3118,2,1,14,Vehicle seating capacity
3118,2,2,6,Vehicle fuel efficiency
3118,2,3,13,Purchase price
3118,2,4,12,Mileage on the vehicle
3118,2,5,11,Test-driving the vehicle
3118,3,1,10,Pre-purchase independent inspection
3118,3,2,2,Brand/Make
3118,3,3,4,Vehicle history report available
3118,3,4,8,Return window
3118,3,5,5,Where was the vehicle previously used?
3118,4,1,1,Certified Pre-Owned (CPO) vehicle
3118,4,2,15,Vehicle age
3118,4,3,10,Pre-purchase independent inspection
3118,4,4,17,Cargo space
3118,4,5,12,Mileage on the vehicle
3118,5,1,9,Pre-approved loan for the vehicle
3118,5,2,4,Vehicle history report available
3118,5,3,6,Vehicle fuel efficiency
3118,5,4,8,Return window
3118,5,5,5,Where was the vehicle previously used?
3118,6,1,3,Number of previous owners
3118,6,2,2,Brand/Make
3118,6,3,11,Test-driving the vehicle
3118,6,4,15,Vehicle age
3118,6,5,7,Vehicle warranty
3119,1,1,9,Pre-approved loan for the vehicle
3119,1,2,5,Where was the vehicle previously used?
3119,1,3,15,Vehicle age
3119,1,4,16,Interior/exterior condition
3119,1,5,8,Return window
3119,2,1,3,Number of previous owners
3119,2,2,2,Brand/Make
3119,2,3,10,Pre-purchase independent inspection
3119,2,4,4,Vehicle history report available
3119,2,5,12,Mileage on the vehicle
3119,3,1,17,Cargo space
3119,3,2,14,Vehicle seating capacity
3119,3,3,11,Test-driving the vehicle
3119,3,4,6,Vehicle fuel efficiency
3119,3,5,1,Certified Pre-Owned (CPO) vehicle
3119,4,1,13,Purchase price
3119,4,2,7,Vehicle warranty
3119,4,3,6,Vehicle fuel efficiency
3119,4,4,10,Pre-purchase independent inspection
3119,4,5,4,Vehicle history report available
3119,5,1,12,Mileage on the vehicle
3119,5,2,2,Brand/Make
3119,5,3,14,Vehicle seating capacity
3119,5,4,13,Purchase price
3119,5,5,15,Vehicle age
3119,6,1,5,Where was the vehicle previously used?
3119,6,2,16,Interior/exterior condition
3119,6,3,7,Vehicle warranty
3119,6,4,9,Pre-approved loan for the vehicle
3119,6,5,1,Certified Pre-Owned (CPO) vehicle
3120,1,1,2,Brand/Make
3120,1,2,14,Vehicle seating capacity
3120,1,3,9,Pre-approved loan for the vehicle
3120,1,4,13,Purchase price
3120,1,5,8,Return window
3120,2,1,16,Interior/exterior condition
3120,2,2,10,Pre-purchase independent inspection
3120,2,3,7,Vehicle warranty
3120,2,4,3,Number of previous owners
3120,2,5,4,Vehicle history report available
3120,3,1,5,Where was the vehicle previously used?
3120,3,2,15,Vehicle age
3120,3,3,11,Test-driving the vehicle
3120,3,4,1,Certified Pre-Owned (CPO) vehicle
3120,3,5,6,Vehicle fuel efficiency
3120,4,1,17,Cargo space
3120,4,2,12,Mileage on the vehicle
3120,4,3,5,Where was the vehicle previously used?
3120,4,4,11,Test-driving the vehicle
3120,4,5,1,Certified Pre-Owned (CPO) vehicle
3120,5,1,9,Pre-approved loan for the vehicle
3120,5,2,16,Interior/exterior condition
3120,5,3,14,Vehicle seating capacity
3120,5,4,8,Return window
3120,5,5,2,Brand/Make
3120,6,1,13,Purchase price
3120,6,2,6,Vehicle fuel efficiency
3120,6,3,12,Mileage on the vehicle
3120,6,4,3,Number of previous owners
3120,6,5,4,Vehicle history report available
3121,1,1,3,Number of previous owners
3121,1,2,16,Interior/exterior condition
3121,1,3,10,Pre-purchase independent inspection
3121,1,4,2,Brand/Make
3121,1,5,4,Vehicle history report available
3121,2,1,12,Mileage on the vehicle
3121,2,2,15,Vehicle age
3121,2,3,14,Vehicle seating capacity
3121,2,4,7,Vehicle warranty
3121,2,5,13,Purchase price
3121,3,1,6,Vehicle fuel efficiency
3121,3,2,9,Pre-approved loan for the vehicle
3121,3,3,1,Certified Pre-Owned (CPO) vehicle
3121,3,4,5,Where was the vehicle previously used?
3121,3,5,8,Return window
3121,4,1,11,Test-driving the vehicle
3121,4,2,17,Cargo space
3121,4,3,6,Vehicle fuel efficiency
3121,4,4,14,Vehicle seating capacity
3121,4,5,5,Where was the vehicle previously used?
3121,5,1,13,Purchase price
3121,5,2,8,Return window
3121,5,3,2,Brand/Make
3121,5,4,9,Pre-approved loan for the vehicle
3121,5,5,16,Interior/exterior condition
3121,6,1,10,Pre-purchase independent inspection
3121,6,2,15,Vehicle age
3121,6,3,12,Mileage on the vehicle
3121,6,4,1,Certified Pre-Owned (CPO) vehicle
3121,6,5,7,Vehicle warranty
3124,1,1,2,Brand/Make
3124,1,2,7,Vehicle warranty
3124,1,3,5,Where was the vehicle previously used?
3124,1,4,16,Interior/exterior condition
3124,1,5,13,Purchase price
3124,2,1,4,Vehicle history report available
3124,2,2,8,Return window
3124,2,3,10,Pre-purchase independent inspection
3124,2,4,17,Cargo space
3124,2,5,15,Vehicle age
3124,3,1,12,Mileage on the vehicle
3124,3,2,11,Test-driving the vehicle
3124,3,3,6,Vehicle fuel efficiency
3124,3,4,14,Vehicle seating capacity
3124,3,5,3,Number of previous owners
3124,4,1,1,Certified Pre-Owned (CPO) vehicle
3124,4,2,9,Pre-approved loan for the vehicle
3124,4,3,15,Vehicle age
3124,4,4,6,Vehicle fuel efficiency
3124,4,5,17,Cargo space
3124,5,1,9,Pre-approved loan for the vehicle
3124,5,2,13,Purchase price
3124,5,3,14,Vehicle seating capacity
3124,5,4,8,Return window
3124,5,5,10,Pre-purchase independent inspection
3124,6,1,1,Certified Pre-Owned (CPO) vehicle
3124,6,2,5,Where was the vehicle previously used?
3124,6,3,16,Interior/exterior condition
3124,6,4,2,Brand/Make
3124,6,5,4,Vehicle history report available
3125,1,1,17,Cargo space
3125,1,2,6,Vehicle fuel efficiency
3125,1,3,5,Where was the vehicle previously used?
3125,1,4,10,Pre-purchase independent inspection
3125,1,5,7,Vehicle warranty
3125,2,1,2,Brand/Make
3125,2,2,4,Vehicle history report available
3125,2,3,16,Interior/exterior condition
3125,2,4,14,Vehicle seating capacity
3125,2,5,1,Certified Pre-Owned (CPO) vehicle
3125,3,1,12,Mileage on the vehicle
3125,3,2,8,Return window
3125,3,3,15,Vehicle age
3125,3,4,13,Purchase price
3125,3,5,3,Number of previous owners
3125,4,1,9,Pre-approved loan for the vehicle
3125,4,2,11,Test-driving the vehicle
3125,4,3,8,Return window
3125,4,4,7,Vehicle warranty
3125,4,5,1,Certified Pre-Owned (CPO) vehicle
3125,5,1,13,Purchase price
3125,5,2,16,Interior/exterior condition
3125,5,3,9,Pre-approved loan for the vehicle
3125,5,4,11,Test-driving the vehicle
3125,5,5,10,Pre-purchase independent inspection
3125,6,1,4,Vehicle history report available
3125,6,2,12,Mileage on the vehicle
3125,6,3,17,Cargo space
3125,6,4,15,Vehicle age
3125,6,5,2,Brand/Make
3126,1,1,17,Cargo space
3126,1,2,16,Interior/exterior condition
3126,1,3,11,Test-driving the vehicle
3126,1,4,1,Certified Pre-Owned (CPO) vehicle
3126,1,5,13,Purchase price
3126,2,1,8,Return window
3126,2,2,6,Vehicle fuel efficiency
3126,2,3,5,Where was the vehicle previously used?
3126,2,4,10,Pre-purchase independent inspection
3126,2,5,7,Vehicle warranty
3126,3,1,9,Pre-approved loan for the vehicle
3126,3,2,3,Number of previous owners
3126,3,3,15,Vehicle age
3126,3,4,12,Mileage on the vehicle
3126,3,5,14,Vehicle seating capacity
3126,4,1,2,Brand/Make
3126,4,2,4,Vehicle history report available
3126,4,3,16,Interior/exterior condition
3126,4,4,9,Pre-approved loan for the vehicle
3126,4,5,6,Vehicle fuel efficiency
3126,5,1,15,Vehicle age
3126,5,2,17,Cargo space
3126,5,3,8,Return window
3126,5,4,14,Vehicle seating capacity
3126,5,5,2,Brand/Make
3126,6,1,11,Test-driving the vehicle
3126,6,2,4,Vehicle history report available
3126,6,3,10,Pre-purchase independent inspection
3126,6,4,5,Where was the vehicle previously used?
3126,6,5,13,Purchase price
3127,1,1,12,Mileage on the vehicle
3127,1,2,13,Purchase price
3127,1,3,16,Interior/exterior condition
3127,1,4,14,Vehicle seating capacity
3127,1,5,2,Brand/Make
3127,2,1,8,Return window
3127,2,2,4,Vehicle history report available
3127,2,3,15,Vehicle age
3127,2,4,1,Certified Pre-Owned (CPO) vehicle
3127,2,5,6,Vehicle fuel efficiency
3127,3,1,7,Vehicle warranty
3127,3,2,3,Number of previous owners
3127,3,3,17,Cargo space
3127,3,4,10,Pre-purchase independent inspection
3127,3,5,9,Pre-approved loan for the vehicle
3127,4,1,5,Where was the vehicle previously used?
3127,4,2,11,Test-driving the vehicle
3127,4,3,12,Mileage on the vehicle
3127,4,4,15,Vehicle age
3127,4,5,8,Return window
3127,5,1,2,Brand/Make
3127,5,2,5,Where was the vehicle previously used?
3127,5,3,11,Test-driving the vehicle
3127,5,4,9,Pre-approved loan for the vehicle
3127,5,5,6,Vehicle fuel efficiency
3127,6,1,3,Number of previous owners
3127,6,2,7,Vehicle warranty
3127,6,3,17,Cargo space
3127,6,4,13,Purchase price
3127,6,5,16,Interior/exterior condition
3128,1,1,7,Vehicle warranty
3128,1,2,16,Interior/exterior condition
3128,1,3,15,Vehicle age
3128,1,4,10,Pre-purchase independent inspection
3128,1,5,12,Mileage on the vehicle
3128,2,1,3,Number of previous owners
3128,2,2,1,Certified Pre-Owned (CPO) vehicle
3128,2,3,6,Vehicle fuel efficiency
3128,2,4,13,Purchase price
3128,2,5,4,Vehicle history report available
3128,3,1,8,Return window
3128,3,2,2,Brand/Make
3128,3,3,5,Where was the vehicle previously used?
3128,3,4,9,Pre-approved loan for the vehicle
3128,3,5,17,Cargo space
3128,4,1,14,Vehicle seating capacity
3128,4,2,11,Test-driving the vehicle
3128,4,3,13,Purchase price
3128,4,4,6,Vehicle fuel efficiency
3128,4,5,3,Number of previous owners
3128,5,1,1,Certified Pre-Owned (CPO) vehicle
3128,5,2,16,Interior/exterior condition
3128,5,3,5,Where was the vehicle previously used?
3128,5,4,10,Pre-purchase independent inspection
3128,5,5,4,Vehicle history report available
3128,6,1,8,Return window
3128,6,2,17,Cargo space
3128,6,3,14,Vehicle seating capacity
3128,6,4,11,Test-driving the vehicle
3128,6,5,12,Mileage on the vehicle
3129,1,1,8,Return window
3129,1,2,9,Pre-approved loan for the vehicle
3129,1,3,1,Certified Pre-Owned (CPO) vehicle
3129,1,4,5,Where was the vehicle previously used?
3129,1,5,16,Interior/exterior condition
3129,2,1,3,Number of previous owners
3129,2,2,7,Vehicle warranty
3129,2,3,12,Mileage on the vehicle
3129,2,4,13,Purchase price
3129,2,5,11,Test-driving the vehicle
3129,3,1,17,Cargo space
3129,3,2,15,Vehicle age
3129,3,3,2,Brand/Make
3129,3,4,4,Vehicle history report available
3129,3,5,10,Pre-purchase independent inspection
3129,4,1,6,Vehicle fuel efficiency
3129,4,2,14,Vehicle seating capacity
3129,4,3,10,Pre-purchase independent inspection
3129,4,4,9,Pre-approved loan for the vehicle
3129,4,5,17,Cargo space
3129,5,1,14,Vehicle seating capacity
3129,5,2,13,Purchase price
3129,5,3,7,Vehicle warranty
3129,5,4,5,Where was the vehicle previously used?
3129,5,5,16,Interior/exterior condition
3129,6,1,2,Brand/Make
3129,6,2,6,Vehicle fuel efficiency
3129,6,3,11,Test-driving the vehicle
3129,6,4,12,Mileage on the vehicle
3129,6,5,4,Vehicle history report available
3130,1,1,7,Vehicle warranty
3130,1,2,1,Certified Pre-Owned (CPO) vehicle
3130,1,3,10,Pre-purchase independent inspection
3130,1,4,13,Purchase price
3130,1,5,3,Number of previous owners
3130,2,1,14,Vehicle seating capacity
3130,2,2,15,Vehicle age
3130,2,3,17,Cargo space
3130,2,4,8,Return window
3130,2,5,5,Where was the vehicle previously used?
3130,3,1,4,Vehicle history report available
3130,3,2,9,Pre-approved loan for the vehicle
3130,3,3,12,Mileage on the vehicle
3130,3,4,16,Interior/exterior condition
3130,3,5,2,Brand/Make
3130,4,1,11,Test-driving the vehicle
3130,4,2,6,Vehicle fuel efficiency
3130,4,3,3,Number of previous owners
3130,4,4,7,Vehicle warranty
3130,4,5,15,Vehicle age
3130,5,1,17,Cargo space
3130,5,2,10,Pre-purchase independent inspection
3130,5,3,11,Test-driving the vehicle
3130,5,4,13,Purchase price
3130,5,5,4,Vehicle history report available
3130,6,1,12,Mileage on the vehicle
3130,6,2,6,Vehicle fuel efficiency
3130,6,3,9,Pre-approved loan for the vehicle
3130,6,4,8,Return window
3130,6,5,5,Where was the vehicle previously used?
3131,1,1,2,Brand/Make
3131,1,2,14,Vehicle seating capacity
3131,1,3,9,Pre-approved loan for the vehicle
3131,1,4,1,Certified Pre-Owned (CPO) vehicle
3131,1,5,3,Number of previous owners
3131,2,1,15,Vehicle age
3131,2,2,6,Vehicle fuel efficiency
3131,2,3,13,Purchase price
3131,2,4,10,Pre-purchase independent inspection
3131,2,5,11,Test-driving the vehicle
3131,3,1,17,Cargo space
3131,3,2,4,Vehicle history report available
3131,3,3,16,Interior/exterior condition
3131,3,4,8,Return window
3131,3,5,7,Vehicle warranty
3131,4,1,12,Mileage on the vehicle
3131,4,2,5,Where was the vehicle previously used?
3131,4,3,3,Number of previous owners
3131,4,4,14,Vehicle seating capacity
3131,4,5,11,Test-driving the vehicle
3131,5,1,16,Interior/exterior condition
3131,5,2,9,Pre-approved loan for the vehicle
3131,5,3,7,Vehicle warranty
3131,5,4,12,Mileage on the vehicle
3131,5,5,4,Vehicle history report available
3131,6,1,17,Cargo space
3131,6,2,15,Vehicle age
3131,6,3,13,Purchase price
3131,6,4,6,Vehicle fuel efficiency
3131,6,5,10,Pre-purchase independent inspection
3132,1,1,11,Test-driving the vehicle
3132,1,2,14,Vehicle seating capacity
3132,1,3,3,Number of previous owners
3132,1,4,4,Vehicle history report available
3132,1,5,2,Brand/Make
3132,2,1,16,Interior/exterior condition
3132,2,2,17,Cargo space
3132,2,3,6,Vehicle fuel efficiency
3132,2,4,10,Pre-purchase independent inspection
3132,2,5,12,Mileage on the vehicle
3132,3,1,15,Vehicle age
3132,3,2,9,Pre-approved loan for the vehicle
3132,3,3,1,Certified Pre-Owned (CPO) vehicle
3132,3,4,8,Return window
3132,3,5,7,Vehicle warranty
3132,4,1,13,Purchase price
3132,4,2,5,Where was the vehicle previously used?
3132,4,3,11,Test-driving the vehicle
3132,4,4,15,Vehicle age
3132,4,5,10,Pre-purchase independent inspection
3132,5,1,16,Interior/exterior condition
3132,5,2,12,Mileage on the vehicle
3132,5,3,3,Number of previous owners
3132,5,4,5,Where was the vehicle previously used?
3132,5,5,13,Purchase price
3132,6,1,7,Vehicle warranty
3132,6,2,8,Return window
3132,6,3,1,Certified Pre-Owned (CPO) vehicle
3132,6,4,9,Pre-approved loan for the vehicle
3132,6,5,17,Cargo space
3133,1,1,15,Vehicle age
3133,1,2,12,Mileage on the vehicle
3133,1,3,10,Pre-purchase independent inspection
3133,1,4,17,Cargo space
3133,1,5,1,Certified Pre-Owned (CPO) vehicle
3133,2,1,5,Where was the vehicle previously used?
3133,2,2,14,Vehicle seating capacity
3133,2,3,9,Pre-approved loan for the vehicle
3133,2,4,4,Vehicle history report available
3133,2,5,11,Test-driving the vehicle
3133,3,1,7,Vehicle warranty
3133,3,2,13,Purchase price
3133,3,3,8,Return window
3133,3,4,6,Vehicle fuel efficiency
3133,3,5,16,Interior/exterior condition
3133,4,1,2,Brand/Make
3133,4,2,3,Number of previous owners
3133,4,3,14,Vehicle seating capacity
3133,4,4,16,Interior/exterior condition
3133,4,5,13,Purchase price
3133,5,1,9,Pre-approved loan for the vehicle
3133,5,2,12,Mileage on the vehicle
3133,5,3,10,Pre-purchase independent inspection
3133,5,4,8,Return window
3133,5,5,11,Test-driving the vehicle
3133,6,1,7,Vehicle warranty
3133,6,2,1,Certified Pre-Owned (CPO) vehicle
3133,6,3,6,Vehicle fuel efficiency
3133,6,4,5,Where was the vehicle previously used?
3133,6,5,17,Cargo space
3134,1,1,11,Test-driving the vehicle
3134,1,2,15,Vehicle age
3134,1,3,1,Certified Pre-Owned (CPO) vehicle
3134,1,4,6,Vehicle fuel efficiency
3134,1,5,5,Where was the vehicle previously used?
3134,2,1,7,Vehicle warranty
3134,2,2,10,Pre-purchase independent inspection
3134,2,3,8,Return window
3134,2,4,17,Cargo space
3134,2,5,9,Pre-approved loan for the vehicle
3134,3,1,12,Mileage on the vehicle
3134,3,2,2,Brand/Make
3134,3,3,3,Number of previous owners
3134,3,4,14,Vehicle seating capacity
3134,3,5,16,Interior/exterior condition
3134,4,1,13,Purchase price
3134,4,2,4,Vehicle history report available
3134,4,3,2,Brand/Make
3134,4,4,8,Return window
3134,4,5,16,Interior/exterior condition
3134,5,1,6,Vehicle fuel efficiency
3134,5,2,11,Test-driving the vehicle
3134,5,3,9,Pre-approved loan for the vehicle
3134,5,4,14,Vehicle seating capacity
3134,5,5,1,Certified Pre-Owned (CPO) vehicle
3134,6,1,17,Cargo space
3134,6,2,5,Where was the vehicle previously used?
3134,6,3,13,Purchase price
3134,6,4,15,Vehicle age
3134,6,5,4,Vehicle history report available
3136,1,1,8,Return window
3136,1,2,15,Vehicle age
3136,1,3,14,Vehicle seating capacity
3136,1,4,9,Pre-approved loan for the vehicle
3136,1,5,12,Mileage on the vehicle
3136,2,1,7,Vehicle warranty
3136,2,2,4,Vehicle history report available
3136,2,3,1,Certified Pre-Owned (CPO) vehicle
3136,2,4,2,Brand/Make
3136,2,5,3,Number of previous owners
3136,3,1,13,Purchase price
3136,3,2,11,Test-driving the vehicle
3136,3,3,6,Vehicle fuel efficiency
3136,3,4,10,Pre-purchase independent inspection
3136,3,5,5,Where was the vehicle previously used?
3136,4,1,16,Interior/exterior condition
3136,4,2,17,Cargo space
3136,4,3,11,Test-driving the vehicle
3136,4,4,8,Return window
3136,4,5,14,Vehicle seating capacity
3136,5,1,13,Purchase price
3136,5,2,5,Where was the vehicle previously used?
3136,5,3,15,Vehicle age
3136,5,4,7,Vehicle warranty
3136,5,5,16,Interior/exterior condition
3136,6,1,3,Number of previous owners
3136,6,2,6,Vehicle fuel efficiency
3136,6,3,12,Mileage on the vehicle
3136,6,4,9,Pre-approved loan for the vehicle
3136,6,5,4,Vehicle history report available
3137,1,1,6,Vehicle fuel efficiency
3137,1,2,4,Vehicle history report available
3137,1,3,7,Vehicle warranty
3137,1,4,5,Where was the vehicle previously used?
3137,1,5,2,Brand/Make
3137,2,1,17,Cargo space
3137,2,2,12,Mileage on the vehicle
3137,2,3,1,Certified Pre-Owned (CPO) vehicle
3137,2,4,3,Number of previous owners
3137,2,5,16,Interior/exterior condition
3137,3,1,8,Return window
3137,3,2,13,Purchase price
3137,3,3,14,Vehicle seating capacity
3137,3,4,9,Pre-approved loan for the vehicle
3137,3,5,10,Pre-purchase independent inspection
3137,4,1,11,Test-driving the vehicle
3137,4,2,15,Vehicle age
3137,4,3,13,Purchase price
3137,4,4,14,Vehicle seating capacity
3137,4,5,4,Vehicle history report available
3137,5,1,2,Brand/Make
3137,5,2,5,Where was the vehicle previously used?
3137,5,3,6,Vehicle fuel efficiency
3137,5,4,15,Vehicle age
3137,5,5,11,Test-driving the vehicle
3137,6,1,12,Mileage on the vehicle
3137,6,2,17,Cargo space
3137,6,3,16,Interior/exterior condition
3137,6,4,3,Number of previous owners
3137,6,5,7,Vehicle warranty
3138,1,1,3,Number of previous owners
3138,1,2,4,Vehicle history report available
3138,1,3,17,Cargo space
3138,1,4,11,Test-driving the vehicle
3138,1,5,14,Vehicle seating capacity
3138,2,1,2,Brand/Make
3138,2,2,9,Pre-approved loan for the vehicle
3138,2,3,12,Mileage on the vehicle
3138,2,4,13,Purchase price
3138,2,5,16,Interior/exterior condition
3138,3,1,15,Vehicle age
3138,3,2,6,Vehicle fuel efficiency
3138,3,3,5,Where was the vehicle previously used?
3138,3,4,8,Return window
3138,3,5,10,Pre-purchase independent inspection
3138,4,1,1,Certified Pre-Owned (CPO) vehicle
3138,4,2,7,Vehicle warranty
3138,4,3,17,Cargo space
3138,4,4,12,Mileage on the vehicle
3138,4,5,10,Pre-purchase independent inspection
3138,5,1,9,Pre-approved loan for the vehicle
3138,5,2,2,Brand/Make
3138,5,3,11,Test-driving the vehicle
3138,5,4,16,Interior/exterior condition
3138,5,5,3,Number of previous owners
3138,6,1,13,Purchase price
3138,6,2,8,Return window
3138,6,3,6,Vehicle fuel efficiency
3138,6,4,1,Certified Pre-Owned (CPO) vehicle
3138,6,5,14,Vehicle seating capacity
3139,1,1,5,Where was the vehicle previously used?
3139,1,2,6,Vehicle fuel efficiency
3139,1,3,7,Vehicle warranty
3139,1,4,8,Return window
3139,1,5,10,Pre-purchase independent inspection
3139,2,1,11,Test-driving the vehicle
3139,2,2,9,Pre-approved loan for the vehicle
3139,2,3,12,Mileage on the vehicle
3139,2,4,14,Vehicle seating capacity
3139,2,5,17,Cargo space
3139,3,1,4,Vehicle history report available
3139,3,2,15,Vehicle age
3139,3,3,3,Number of previous owners
3139,3,4,2,Brand/Make
3139,3,5,13,Purchase price
3139,4,1,16,Interior/exterior condition
3139,4,2,1,Certified Pre-Owned (CPO) vehicle
3139,4,3,9,Pre-approved loan for the vehicle
3139,4,4,8,Return window
3139,4,5,2,Brand/Make
3139,5,1,3,Number of previous owners
3139,5,2,6,Vehicle fuel efficiency
3139,5,3,16,Interior/exterior condition
3139,5,4,5,Where was the vehicle previously used?
3139,5,5,7,Vehicle warranty
3139,6,1,14,Vehicle seating capacity
3139,6,2,11,Test-driving the vehicle
3139,6,3,15,Vehicle age
3139,6,4,10,Pre-purchase independent inspection
3139,6,5,17,Cargo space
3140,1,1,1,Certified Pre-Owned (CPO) vehicle
3140,1,2,6,Vehicle fuel efficiency
3140,1,3,16,Interior/exterior condition
3140,1,4,10,Pre-purchase independent inspection
3140,1,5,5,Where was the vehicle previously used?
3140,2,1,7,Vehicle warranty
3140,2,2,11,Test-driving the vehicle
3140,2,3,4,Vehicle history report available
3140,2,4,14,Vehicle seating capacity
3140,2,5,17,Cargo space
3140,3,1,2,Brand/Make
3140,3,2,3,Number of previous owners
3140,3,3,8,Return window
3140,3,4,9,Pre-approved loan for the vehicle
3140,3,5,15,Vehicle age
3140,4,1,12,Mileage on the vehicle
3140,4,2,13,Purchase price
3140,4,3,1,Certified Pre-Owned (CPO) vehicle
3140,4,4,14,Vehicle seating capacity
3140,4,5,3,Number of previous owners
3140,5,1,2,Brand/Make
3140,5,2,16,Interior/exterior condition
3140,5,3,5,Where was the vehicle previously used?
3140,5,4,4,Vehicle history report available
3140,5,5,15,Vehicle age
3140,6,1,13,Purchase price
3140,6,2,9,Pre-approved loan for the vehicle
3140,6,3,10,Pre-purchase independent inspection
3140,6,4,7,Vehicle warranty
3140,6,5,12,Mileage on the vehicle
3142,1,1,4,Vehicle history report available
3142,1,2,15,Vehicle age
3142,1,3,6,Vehicle fuel efficiency
3142,1,4,10,Pre-purchase independent inspection
3142,1,5,11,Test-driving the vehicle
3142,2,1,13,Purchase price
3142,2,2,14,Vehicle seating capacity
3142,2,3,16,Interior/exterior condition
3142,2,4,5,Where was the vehicle previously used?
3142,2,5,17,Cargo space
3142,3,1,1,Certified Pre-Owned (CPO) vehicle
3142,3,2,3,Number of previous owners
3142,3,3,9,Pre-approved loan for the vehicle
3142,3,4,12,Mileage on the vehicle
3142,3,5,8,Return window
3142,4,1,2,Brand/Make
3142,4,2,7,Vehicle warranty
3142,4,3,16,Interior/exterior condition
3142,4,4,15,Vehicle age
3142,4,5,1,Certified Pre-Owned (CPO) vehicle
3142,5,1,2,Brand/Make
3142,5,2,6,Vehicle fuel efficiency
3142,5,3,5,Where was the vehicle previously used?
3142,5,4,10,Pre-purchase independent inspection
3142,5,5,9,Pre-approved loan for the vehicle
3142,6,1,17,Cargo space
3142,6,2,14,Vehicle seating capacity
3142,6,3,4,Vehicle history report available
3142,6,4,7,Vehicle warranty
3142,6,5,11,Test-driving the vehicle
3143,1,1,15,Vehicle age
3143,1,2,2,Brand/Make
3143,1,3,1,Certified Pre-Owned (CPO) vehicle
3143,1,4,17,Cargo space
3143,1,5,5,Where was the vehicle previously used?
3143,2,1,10,Pre-purchase independent inspection
3143,2,2,12,Mileage on the vehicle
3143,2,3,16,Interior/exterior condition
3143,2,4,7,Vehicle warranty
3143,2,5,8,Return window
3143,3,1,4,Vehicle history report available
